t`s`float	v(vrow,vg)`V`float	v(vg,vcol)`V`float	par(abs(i(vsrc))`Params`float	v(vg)`V`float	v(vrow)`V`float	v(vcol)`V`float
3.23914	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.24013	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.24113	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.24214	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.24313	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.24413	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.24514	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.24613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.24713	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.24814	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.24914	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.25013	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.25114	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.25214	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.25313	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.25413	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.25514	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.25613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.25713	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.25814	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.25914	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.26013	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.26114	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.26214	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.26313	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.26413	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.26514	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.26613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.26713	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.26814	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.26913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.27013	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.27114	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.27214	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.27313	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.27414	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.27514	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.27613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.27713	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.27814	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.27913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.28013	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.28114	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.28214	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.28313	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.28414	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.28514	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.28613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.28713	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.28814	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.28913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.29013	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.29114	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.29214	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.29313	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.29414	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.29514	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.29613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.29714	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.29814	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.29913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.30013	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.30114	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.30213	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.30313	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.30414	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.30514	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.30613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.30714	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.30814	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.30913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.31013	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.31114	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.31213	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.31313	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.31414	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.31514	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.31613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.31714	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.31814	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.31913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.32014	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.32114	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.32213	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.32313	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.32414	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.32513	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.32613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.32714	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.32814	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.32913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.33014	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.33114	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.33213	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.33313	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.33414	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.33513	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.33613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.33714	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.33814	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.33913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.34014	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.34114	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.34213	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.34314	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.34414	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.34513	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.34613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.34714	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.34813	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.34913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.35014	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.35114	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.35213	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.35314	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.35414	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.35513	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.35613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.35714	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.35813	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.35913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.36014	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.36114	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.36213	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.36314	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.36414	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.36513	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.36613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.36714	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.36813	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.36913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.37014	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.37113	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.37213	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.37314	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.37414	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.37513	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.37614	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.37714	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.37813	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.37913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.38014	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.38113	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.38213	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.38314	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.38414	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.38513	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.38614	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.38714	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.38813	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.38913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.39014	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.39113	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.39213	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.39314	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.39413	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.39513	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.39614	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.39714	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.39813	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.39914	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.40014	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.40113	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.40213	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.40314	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.40413	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.40513	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.40614	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.40714	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.40813	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.40914	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.41014	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.41113	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.41213	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.41314	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.41413	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.41513	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.41614	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.41714	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.41813	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.41914	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.42014	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.42113	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.42214	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.42314	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.42413	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.42513	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.42614	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.42713	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.42813	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.42914	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.43014	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.43113	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.43214	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.43314	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.43413	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.43513	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.43614	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.43713	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.43813	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.43914	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.44014	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.44113	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.44214	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.44314	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.44413	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.44514	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.44614	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.44713	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.44813	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.44914	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.45013	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.45113	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.45214	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.45314	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.45413	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.45514	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.45614	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.45713	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.45813	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.45914	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.46013	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.46113	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.46214	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.46314	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.46413	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.46514	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.46614	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.46713	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.46814	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.46914	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.47013	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.47113	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.47214	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.47313	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.47413	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.47514	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.47614	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.47713	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.47814	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.47914	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.48013	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.48113	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.48214	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.48313	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.48413	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.48514	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.48614	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.48713	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.48814	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.48914	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.49013	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.49113	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.49214	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.49313	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.49413	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.49514	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.49613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.49713	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.49814	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.49914	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.50013	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.50114	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.50214	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.50313	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.50413	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.50514	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.50613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.50713	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.50814	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.50914	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.51013	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.51114	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.51214	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.51313	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.51413	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.51514	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.51613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.51713	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.51814	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.51913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.52013	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.52114	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.52214	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.52313	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.52414	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.52514	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.52613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.52713	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.52814	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.52913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.53013	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.53114	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.53214	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.53313	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.53414	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.53514	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.53613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.53713	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.53814	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.53913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.54013	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.54114	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.54214	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.54313	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.54414	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.54514	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.54613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.54714	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.54814	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.54913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.55013	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.55114	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.55213	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.55313	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.55414	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.55514	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.55613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.55714	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.55814	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.55913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.56013	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.56114	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.56213	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.56313	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.56414	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.56514	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.56613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.56714	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.56814	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.56913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.57014	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.57114	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.57213	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.57313	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.57414	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.57513	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.57613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.57714	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.57814	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.57913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.58014	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.58114	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.58213	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.58313	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.58414	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.58513	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.58613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.58714	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.58814	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.58913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.59014	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.59114	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.59213	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.59314	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.59414	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.59513	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.59613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.59714	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.59813	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.59913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.60014	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.60114	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.60213	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.60314	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.60414	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.60513	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.60613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.60714	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.60813	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.60913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.61014	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.61114	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.61213	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.61314	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.61414	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.61513	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.61613	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.61714	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.61813	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.61913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.62014	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.62113	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.62213	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.62314	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.62414	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.62513	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.62614	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.62714	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.62813	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.62913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.63014	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.63113	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.63213	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.63314	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.63414	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.63513	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.63614	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.63714	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.63813	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.63913	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.64014	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.64113	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.64213	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.64314	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.64413	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.64513	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.64614	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
3.64714	0.0444444	0.444444	0.001	0.9	0.944444	0.455556
