
SetupTitle, DualSET
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, R1, absIrow, R2
TestParameter, Function.User.Unit, ohm, A, ohm
TestParameter, Function.User.Definition, abs((Vrow-Vgate)/Irow), abs(Irow), abs(Vgate/Irow)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vrow
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 1.5
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absIrow, Vgate
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, -0.1
TestParameter, Output.Graph.YAxis.Top, 1, 0.1
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, Output.List.Data, Vrow, Vcol, R1, R2, Vgate, Irow
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 03/21/2019 19:16:46
MetaData, TestRecord.TestTarget, 3,4
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 6b02685a-f7b2-4a2d-a775-fa4490c6a314
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vrow
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 1.3
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absIrow, Vgate
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, V
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1.7E-08, 0.00016
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.0024, 0.88
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.57692307692307687
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 208.33480195484719
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.57692307692307687
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 208.33480195484719
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.57692307692307687
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 208.33480195484719
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.57692307692307687
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 208.33480195484719
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.57692307692307687
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 208.33480195484719
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU4:MP, Name=Vrow, Direction=Double, Linear/Log=LINEAR, Start=0 V, Stop=1.3 V, Step=10 mV, No. of Steps=131, Compliance=4 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU2:MP, Name=Vcol, Source Mode=V, Source=0 V, Compliance=100 mA	[CONSTANTS] Unit=SMU1:MP, Name=Igate, Source Mode=I, Source=100 fA, Compliance=10 V
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0.5	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vrow, Vcol, R1, R2, Vgate, Irow
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, ohm, ohm, V, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, DualSET
Dimension1, 262, 262, 262, 262, 262, 262, 262
Dimension2, 1, 1, 1, 1, 1, 1, 1
DataName, Vrow, Vcol, Irow, Vgate, R1, absIrow, R2
DataValue, 0, 0, 1.7804399999999997E-08, 0.00015999999999999999, 8986.5426523780643, 1.7804399999999997E-08, 8986.5426523780643
DataValue, 0.01, 0, 2.058E-06, 0.00984, 77.745383867833056, 2.058E-06, 4781.34110787172
DataValue, 0.02, 0, 4.1000000000000006E-06, 0.01968, 78.048780487805075, 4.1000000000000006E-06, 4799.9999999999991
DataValue, 0.030000000000000002, 0, 6.1281000000000007E-06, 0.0294, 97.9096294120532, 6.1281000000000007E-06, 4797.57184119058
DataValue, 0.04, 0, 7.9354E-06, 0.03924, 95.773369962447219, 7.9354E-06, 4944.9303122715928
DataValue, 0.05, 0, 1.0196400000000001E-05, 0.048999999999999995, 98.073829979209108, 1.0196400000000001E-05, 4805.6176689812082
DataValue, 0.060000000000000005, 0, 1.224E-05, 0.058679999999999996, 107.84313725490267, 1.224E-05, 4794.1176470588234
DataValue, 0.07, 0, 1.4298000000000001E-05, 0.06848, 106.3085746258223, 1.4298000000000001E-05, 4789.4810463001813
DataValue, 0.08, 0, 1.6282E-05, 0.07823999999999999, 108.09482864513029, 1.6282E-05, 4805.3064734062145
DataValue, 0.090000000000000011, 0, 1.8428E-05, 0.08796, 110.70110701107087, 1.8428E-05, 4773.1712611243756
DataValue, 0.1, 0, 2.0574E-05, 0.09776, 108.87527947895431, 2.0574E-05, 4751.6282686886361
DataValue, 0.11, 0, 2.2208E-05, 0.10755999999999999, 109.87031700288236, 2.2208E-05, 4843.2997118155608
DataValue, 0.12000000000000001, 0, 2.4342000000000002E-05, 0.11728, 111.74102374496812, 2.4342000000000002E-05, 4818.01002382713
DataValue, 0.13, 0, 2.712E-05, 0.12711999999999998, 106.19469026548751, 2.712E-05, 4687.3156342182883
DataValue, 0.14, 0, 2.869E-05, 0.13684, 110.14290693621554, 2.869E-05, 4769.606134541652
DataValue, 0.15, 0, 3.1304000000000004E-05, 0.14659999999999998, 108.61231791464394, 3.1304000000000004E-05, 4683.1075900843334
DataValue, 0.16, 0, 3.3632E-05, 0.15632, 109.41960038059041, 3.3632E-05, 4647.9543292102753
DataValue, 0.17, 0, 3.5624E-05, 0.16616, 107.792499438581, 3.5624E-05, 4664.2712777902534
DataValue, 0.18000000000000002, 0, 3.8462E-05, 0.17572, 111.27866465602502, 3.8462E-05, 4568.6651760178875
DataValue, 0.19, 0, 4.0452E-05, 0.18547999999999998, 111.7373677444879, 4.0452E-05, 4585.1873825768807
DataValue, 0.2, 0, 4.2414000000000004E-05, 0.19524, 112.22709482718003, 4.2414000000000004E-05, 4603.1970575753285
DataValue, 0.21000000000000002, 0, 4.4842E-05, 0.205, 111.50260916105508, 4.4842E-05, 4571.6069756032284
DataValue, 0.22, 0, 4.7380000000000004E-05, 0.21472, 111.43942591810904, 4.7380000000000004E-05, 4531.8699873364285
DataValue, 0.23, 0, 4.9808E-05, 0.2244, 112.43173787343442, 4.9808E-05, 4505.30035335689
DataValue, 0.24000000000000002, 0, 5.2696000000000005E-05, 0.23412, 111.58342189160513, 5.2696000000000005E-05, 4442.8419614391978
DataValue, 0.25, 0, 5.4952000000000005E-05, 0.24387999999999999, 111.36992284175305, 5.4952000000000005E-05, 4438.0550298442267
DataValue, 0.26, 0, 5.7432E-05, 0.25351999999999997, 112.82908483075708, 5.7432E-05, 4414.26382504527
DataValue, 0.27, 0, 6.0110000000000006E-05, 0.26332, 111.12959574114156, 6.0110000000000006E-05, 4380.6355015804356
DataValue, 0.28, 0, 6.2644E-05, 0.27299999999999996, 111.74254517591567, 6.2644E-05, 4357.9592618606721
DataValue, 0.29000000000000004, 0, 6.5452E-05, 0.28276, 110.61541282161011, 6.5452E-05, 4320.1124488174546
DataValue, 0.3, 0, 6.8164E-05, 0.2924, 111.49580423684049, 6.8164E-05, 4289.6543630068654
DataValue, 0.31, 0, 7.0856E-05, 0.30212, 111.2114711527605, 7.0856E-05, 4263.8590945015239
DataValue, 0.32, 0, 7.3586E-05, 0.31179999999999997, 111.43424020873592, 7.3586E-05, 4237.2190362297169
DataValue, 0.33, 0, 7.6330000000000009E-05, 0.32144, 112.14463513690569, 7.6330000000000009E-05, 4211.1882614961351
DataValue, 0.34, 0, 7.9212E-05, 0.3312, 111.09427864465017, 7.9212E-05, 4181.1846689895474
DataValue, 0.35000000000000003, 0, 8.2098E-05, 0.34076, 112.54841774464695, 8.2098E-05, 4150.64922409803
DataValue, 0.36000000000000004, 0, 8.5078E-05, 0.35047999999999996, 111.89731775547243, 8.5078E-05, 4119.5138578716
DataValue, 0.37, 0, 8.7964E-05, 0.36019999999999996, 111.40921285980663, 8.7964E-05, 4094.8569869492062
DataValue, 0.38, 0, 9.0814E-05, 0.36979999999999996, 112.31748408835689, 9.0814E-05, 4072.0593741053135
DataValue, 0.39, 0, 9.3186E-05, 0.37948, 112.89249458073132, 9.3186E-05, 4072.2855364539737
DataValue, 0.4, 0, 9.6186E-05, 0.38927999999999996, 111.45073087559585, 9.6186E-05, 4047.158630154076
DataValue, 0.41000000000000003, 0, 9.8996E-05, 0.39887999999999996, 112.32777081902374, 9.8996E-05, 4029.2537072204932
DataValue, 0.42000000000000004, 0, 0.000101944, 0.40856, 112.21847288707586, 0.000101944, 4007.6904967433097
DataValue, 0.43, 0, 0.00010528600000000001, 0.41824, 111.69576201964166, 0.00010528600000000001, 3972.41798529719
DataValue, 0.44, 0, 0.00010841400000000001, 0.42779999999999996, 112.53159186083018, 0.00010841400000000001, 3945.984835906801
DataValue, 0.45, 0, 0.000111694, 0.43744, 112.45008684441434, 0.000111694, 3916.4144895876229
DataValue, 0.46, 0, 0.00011528000000000001, 0.44708, 112.07494795281092, 0.00011528000000000001, 3878.2095766828588
DataValue, 0.47000000000000003, 0, 0.00011804, 0.45676, 112.16536767197584, 0.00011804, 3869.5357505930192
DataValue, 0.48000000000000004, 0, 0.00012112, 0.46643999999999997, 111.95508586525818, 0.00012112, 3851.0568031704092
DataValue, 0.49000000000000005, 0, 0.00012496, 0.47591999999999995, 112.67605633802891, 0.00012496, 3808.5787451984634
DataValue, 0.5, 0, 0.00012788, 0.48563999999999996, 112.29277447607163, 0.00012788, 3797.6227713481385
DataValue, 0.51, 0, 0.00013114, 0.4952, 112.85648924813204, 0.00013114, 3776.1171267347872
DataValue, 0.52, 0, 0.00013470000000000002, 0.50484, 112.54639940608804, 0.00013470000000000002, 3747.8841870824044
DataValue, 0.53, 0, 0.00013822000000000002, 0.51444, 112.57415714079016, 0.00013822000000000002, 3721.8926349298217
DataValue, 0.54, 0, 0.00014174, 0.52408, 112.31832933540316, 0.00014174, 3697.4742486242412
DataValue, 0.55, 0, 0.00014506, 0.53367999999999993, 112.50517027437, 0.00014506, 3679.0293671584168
DataValue, 0.56, 0, 0.00014822000000000001, 0.54332, 112.53542032114443, 0.00014822000000000001, 3665.6321683983265
DataValue, 0.57000000000000006, 0, 0.00015292000000000002, 0.55284, 112.21553753596692, 0.00015292000000000002, 3615.2236463510326
DataValue, 0.58000000000000007, 0, 0.00015762, 0.56231999999999993, 112.16850653470461, 0.00015762, 3567.567567567567
DataValue, 0.59000000000000008, 0, 0.00016182000000000002, 0.5718, 112.47064639723213, 0.00016182000000000002, 3533.5558027437887
DataValue, 0.6, 0, 0.00016236, 0.58151999999999993, 113.82113821138243, 0.00016236, 3581.6703621581664
DataValue, 0.61, 0, 0.00016834, 0.591, 112.86681715575631, 0.00016834, 3510.7520494237851
DataValue, 0.62, 0, 0.00017692, 0.60027999999999992, 111.46280804883602, 0.00017692, 3392.9459642776392
DataValue, 0.63, 0, 0.00018078000000000001, 0.60968, 112.4018143599956, 0.00018078000000000001, 3372.496957628056
DataValue, 0.64, 0, 0.00018378, 0.61924, 112.96114920013059, 0.00018378, 3369.4634889541844
DataValue, 0.65, 0, 0.00019188, 0.62852, 111.94496560350247, 0.00019188, 3275.588909735251
DataValue, 0.66, 0, 0.00019600000000000002, 0.63808, 111.8367346938778, 0.00019600000000000002, 3255.5102040816323
DataValue, 0.67, 0, 0.00020896, 0.64632, 113.32312404287919, 0.00020896, 3093.0321592649311
DataValue, 0.68, 0, 0.00021502, 0.65592, 111.98958236443168, 0.00021502, 3050.5069295879448
DataValue, 0.69000000000000006, 0, 0.0002189, 0.66536, 112.56281407035225, 0.0002189, 3039.5614435815437
DataValue, 0.70000000000000007, 0, 0.00022274000000000003, 0.67508, 111.87932118164699, 0.00022274000000000003, 3030.7982401005652
DataValue, 0.71000000000000008, 0, 0.00022792000000000003, 0.68424, 113.02211302211352, 0.00022792000000000003, 3002.1060021060016
DataValue, 0.72000000000000008, 0, 0.00022846000000000002, 0.69319999999999993, 117.30718725378689, 0.00022846000000000002, 3034.2291867285294
DataValue, 0.73, 0, 0.00023504000000000003, 0.70356, 112.49149081007495, 0.00023504000000000003, 2993.3628318584065
